text,label
veil attack me ,0
white british men raping muslim girls would already jail murdered double standards privileges muslims ,1
l et le terrorisme sont des synonymes ,1
real islamic invasion taking place ,0
l est nuisible ,0
islam fanaticism muslims want kill believe god ,1
notre libert de parole devrait nous permettre de mal parler des musulmans ,0
les musulmans ne sont pas tolrants envers les non musulmans ,0
imporranno il velo tutte le donne ,1
 criminals muslims victims always white non muslim ,1
know rape epidemic europe due muslim immigrants raping children many years counteraction police government islam death cult ,1
islam evil one word describe it trouble evil taking countries nations remember holy scriptures shall envy anyone anything includes countries territory stop islam spreading ,0
les musulmans sont tous des terroristes fondamentalistes islamistes salafistes ,1
l tra pochi anni prender il controllo costringendo tutte quelle buoniste che li sostengono per seguire la moda ad indossare il velo ,0
al momento si testimoni di una vera e propria immigrazione di massa musulmana ,0
muslim shops birmingham serve white clients signs say whites p m ,0
veiled women subjected forced wear headscarf ,0
nous voyons de plus en plus un problme musulman ,0
veil attack me ,0
islam religion incompatible values of republic ,0
islamic bring us back middle age starve death die diseases disappeared ,0
l fanatismo musulmani vogliono uccidere tutti quelli che non credono nel loro dio ,1
les femmes voiles sont soumises et obliges de porter le foulard ,0
vogliono costruire loro luoghi di culto ogni citt e questo modo entrare contrasto con le nostre chiese ,0
che noia questi islamici che inseriscono ogni luogo il loro profeta ,0
l et le terrorisme sont des synonymes ,1
muslims exist modern world violence ,1
gli arabi vogliono imporci la loro religione e vogliono comandare casa nostra bisogna rimandarli casa sui barconi ,0
le voile islamique est la dmonstration d islam politique ,0
since number suicide bombings muslims non muslims one fact global terrorism one wants deal with ,1
open mosques homes ,0
muslim oversensitive cannot raise national flag ,0
allowed build churches countries allowed build mosques ours ,0
using violence punish another person sounds like muslim issue ,0
si sono messi costruire moschee dappertutto fanno concorrenza alle nostre chiese ,0
l n pas pour notre rpublique ,0
attenti ai ricorsi storici che stavolta si accenderanno gli altiforni ,0
want anything islamists murderers terrorists must fight them ,1
beasts ,0
make us think islam religion diffuse doctrine tolerant culture enough enough ,0
les femmes voiles sont misrables et rprimes ,0
l et le terrorisme sont des synonymes ,1
muslims return country ,0
muslims rape women must neutered ,1
musulmani abusano delle donne italiane dobbiamo castrarli ,1
muslims years impose beliefs want see radical chic bleeding hearts wear veil ,0
l est une menace ,0
fuck islam fuck isis repatriate muslims bunch violent criminals share values never will without britain better safer place ,1
rifiutiamo le moschee sono solo dei luoghi d per estremisti ,1
gli islamici ricondurrano il nostro paese stati di arretratezza simili quelli del medioevo cui moriremo per la povert e le malattie ,0
le voile islamique est un assaut pour nous ,0
really understand listen muslim women evidently dumb ,0
non voglio avere nulla che fare con gli islamici sono dei terroristi assassini e dobbiamo combatterli ,1
tutti musulmani sono terroristi che cercano di invaderci con le armi la soluzione attacarli nostra volta con la violenza ,1
since suicide bombings made muslims nobody considers talking global terrorism ,1
arabs want impose religion rule home must sent back house boats ,0
le voile reprsente l politique des musulmans ,0
multiculturalism evil islamic ideology islam designed dominate destroy cultures wake up ,0
 responding terrorist attack still buddhist want us believe islam religion peace tolerance ,1
muslims nothing contribute society ,0
musulmani compiono violenze sessuali contro le nostre donne e per questo dobbiamo fermarli per mezzo della castrazione ,1
islam teaches hate muslims spread hate england first came racial hate ,0
les femmes voiles sont misrables et portent le voile contre leur volont ,0
les femmes voiles sont misrables et portent le voile contre leur volont ,0
le voile islamique est la dmonstration d islam politique ,0
white women converted islam saddest selfish persons encounter praise happily islam beliefs become part sisterhood tollerance understanding know situation women pakistan islamic states ,1
gli islamici tentano di portarci tutti alla conversione ,0
arabs terrorists want conquer us violence bombs must respond napalm ,1
ton voile est une agression contre moi ,0
musulmans retournez dans votre pays ,0
government brought islamic invaders country see girls women damaged ,1
les femmes voiles ne travaillent pas elles sont enfermes la maison ,1
nous voyons de plus en plus un problme musulman ,0
muslims hate anyone muslim ,0
le voile islamique est un assaut pour nous ,0
noi li ospitiamo nel nostro paese forniamo un aiuto economico e loro ci uccidono sono da considerarsi pi simili agli animali che alle persone ,1
muslims done something useful us ,0
know rape epidemic europe due muslim immigrants raping children many years counteraction police government islam death cult ,1
les musulmans ne laissent pas leurs enfants manger pendant le ramadan ,0
islam repressive ideology persecutes women gay people ,0
l tra pochi anni prender il controllo costringendo tutte quelle buoniste che li sostengono per seguire la moda ad indossare il velo ,0
muslims deported one wants here ,0
les musulmans ne sont pas tolrants envers les non musulmans ,0
la maggior parte degli immigranti di confessione islamica inutile smentire che questa occupazione seppur pacifica far arrivare nella nostra nazione la sharia se rappresenter nuove aspetti culturali e arrichimento delle conoscenze contenti voi ,0
les terroristes sont musulmans ,1
need burn koran mosques solve problems country ,0
le voile est contre la dmocratie ,0
musulmani odiano cristiani vogliono ucciderci tutti ,0
gli islamici sono tutti terroristi ,1
every muslim commit terroristic attack one day ,1
il est permis de discriminer les femmes voiles ,1
stanno costruendo talmente tante moschee che tra poco esisteranno pi luoghi di culto per loro che per noi ,0
every muslim commit terroristic attack one day ,1
le voile reprsente l politique des musulmans ,0
tutti gli arabi compiono atti terroristici e vogliono sottometterci per mezzo di violenza e bombe opportuno contrastarli con le fiamme ,1
gli islamici tra pochi anni ci imporranno il loro credo e voglio proprio vedere tutte quelle buoniste radical chic che indosseranno il velo ,0
islam fanaticism muslims want kill believe god ,1
muslims terrorists ,1
welcome house support kill us beasts men ,1
les musulmans ne sont pas tolrants envers les non musulmans ,0
nowadays big problem london presence muslims must go away ,0
l et le terrorisme sont des synonymes ,1
tous les musulmans sont des terroristes radicaux ,1
al momento si testimoni di una vera e propria immigrazione di massa musulmana ,0
les terroristes sont musulmans ,1
sono animali ,0
gli islamici sono conflitto con cristiani e per questo vogliono sterminarli tutti ,0
l et le terrorisme sont des synonymes ,1
islam disease must eradicated ,0
ramadan stop muslims terrorism raping children likely won ,1
musulmans retournez dans votre pays ,0
les musulmans doivent intgrer ou quitter la france ,0
islam cannot get along science illogical ,0
muslims hate anyone muslim ,0
l est une menace ,0
muslims contaminating world ,0
l est une menace ,0
religion claims peace islam wonder need keep repeating this ,0
italy muslim demolishes statue jesus italy accept mosques tolerate scum want continue import filth ,0
veiled women subjected forced wear headscarf ,0
les femmes voiles sont misrables et portent le voile contre leur volont ,0
islamic bring us back middle age starve death die diseases disappeared ,0
people live west cannot live muslims ,0
realist racist child rapes perpetrated male muslims non muslims fooled police local sevices happen everyone afraid word racist excuse police government powerless word great britain child grooming capital europe ,1
le voile islamique est la dmonstration d islam politique ,0
les musulmans ne sont pas tolrants aux autres religions ,0
welcome house support kill us beasts men ,1
veiled women work locked home ,1
shocking men murdered paris throats cut savage shouting akbar bbc ignore story another cover up ,1
le voile islamique est une honte pour nous ,0
boring muslims put prophet everywhere ,0
vogliono far mettere il velo tutte noi ,1
tutti musulmani sono terroristi che cercano di invaderci con le armi la soluzione attacarli nostra volta con la violenza ,1
pakistani muslims ghettos birmingham bradford cities hate jews steal jobs divided two classes radical islam class middle class ,0
rape jihad muslims rapists everywhere uk here problem rape ,1
quasi tutti gli immigrati sono musulmani questa occupazione seppur non violenta porter sicuramente alla sharia se veramente ritenete che questa sia fonte di istruzione e possa arrichirci ben venga ,0
rape gangs mostly made muslims commanded koran commit sexual violence thousands girls tolerate this ,1
tous les musulmans sont des terroristes radicaux ,1
ton voile est une agression contre moi ,0
les femmes voiles sont misrables et portent le voile contre leur volont ,0
les terroristes sont musulmans ,1
islam nothing western culture soon west understand religion defeated ,0
le voile reprsente l politique des musulmans ,0
les musulmans sont tous des terroristes fondamentalistes islamistes salafistes ,1
islam hates women ,1
muslims counteracted child rapists communities instead engaging public discussions islam one day islam indeed would become peaceful religion ,1
l est une religion incompatible avec les valeurs de la rpublique ,0
musulmani abusano delle donne italiane dobbiamo castrarli ,1
wish would die ,0
statistics say muslims uk lazy want work ,0
ton voile est une agression contre moi ,0
je ne veux pas de musulmans dans notre pays ,0
women girls harmed islamic allowed enter country government ,1
l pose beaucoup de problmes notre socit ,0
arabs terrorists want conquer us violence bombs must respond napalm ,1
l n pas europen ,0
 una vergogna che non ci sia pi il crocefisso scuola una mancanza di rispetto ,0
muslim women stupid influenced them ,0
l cre des problmes pour notre socit ,0
alleviamo maiali per nutrirli ,0
muslims use acts violence punish people ,0
religions cause death despair islam worst cruelest all nothing trouble ,0
les musulmans ne sont pas tolrants envers les non musulmans ,0
muslims terrorists terrorists muslims ,1
goals islam muslims settle country build mosque form community obtain victims get support politicals take advantage laws impose sharia conquer country ,0
tutti musulmani sono terroristi che cercano di invaderci con le armi la soluzione attacarli nostra volta con la violenza ,1
think muslim cockroaches won no time bloody retribution ,0
les femmes musulmanes ne travaillent pas elles restent la maison ,1
almost muslims deliberately decide work ,0
gli arabi arrivano qui per far valere la loro religione e le loro ideologie su di noi dobbiamo rispedirli nel proprio paese di origine tramite barconi ,0
muslims believe teachings koran even years evil book main source evil world ,0
les femmes voiles sont soumises et obliges de porter le foulard ,0
musulmans partez ,0
every muslim commit terroristic attack one day ,1
someone needs put muslims hole ground start blow us again ,0
musulmani breve tempo ci obbligheranno seguire la loro religione e voglio proprio immaginare quelle donne anticonformiste che li difendevano portare il velo ,0
gli arabi vogliono imporci la loro religione e vogliono comandare casa nostra bisogna rimandarli casa sui barconi ,0
li accogliamo casa nostra li manteniamo e loro ci ammazzano sono bestie non uomini ,1
appeasement islam muslims mental illness fact ,0
english laws us support muslims punish us saying something bad muslims muslim rapists everywhere government let in ,1
muslims return country ,0
gli islamici ricondurrano il nostro paese stati di arretratezza simili quelli del medioevo cui moriremo per la povert e le malattie ,0
make us think islam religion diffuse doctrine tolerant culture enough enough ,0
think muslims problem society want conform costumes want religion respected respecting laws one day oppress us sharia polygamy ,0
les femmes voiles sont soumises et obliges de porter le foulard ,0
another rapist pakistan deport back disgusting country ,1
italia non possiamo accogliere donne che decidono di passare la loro vita celate dietro un velo e accettano violenze da parte del proprio marito questo un paese civilizzato ,1
le voile dans l une signification politique ,0
chiunque professi l un estremista fanatico ,1
les femmes musulmanes n aucun droit ,1
islamic veil demonstration political islam ,0
vast majority muslims unemployed refuse work ,0
need burn koran mosques solve problems country ,0
islamic veil demonstration political islam ,0
l cre des problmes pour notre socit ,0
vogliono imporre la loro religione anche qui da noi ,0
l c bien l c mal ,0
gli islamici si devono adattare alla nostra cultura e non viceversa ,0
l est nuisible ,0
terribili canaglie hanno intenzione di imporci la chiusura delle nostre chiese ,0
islam religion incompatible values of republic ,0
 atto una vera e propria invasione islamica ,0
l alimenta la violenza e non segue la pace ,0
began build mosques everywhere compete churches ,0
 assurdo vedere come nel ci sia una religione tanto retrograda e noi li facciamo pure sbarcare massa nel nostro paese l rester sempre un paese cristiano ,0
combatteremo voi arretrati non l vinta ,0
problem rape europe present since muslims immigrants arrived there protected years government police taken action ,1
gli islamici si devono adattare alla nostra cultura e non viceversa ,0
seeing muslim problem ,0
someone needs put muslims hole ground start blow us again ,0
gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe bisogna rispondere con il napalm ,1
islam peaceful religion rapes children made muslims copious people night week meanwhile media speak facts ,1
l est une menace ,0
les femmes voiles sont misrables et rprimes ,0
muslims might involved assaults basis religion jihad support it islam parts sharia law muslims extremists ,0
gli arabi vogliono imporci la loro religione e vogliono comandare casa nostra bisogna rimandarli casa sui barconi ,0
musulmani abusano delle donne italiane dobbiamo castrarli ,1
la maggior parte degli immigranti di confessione islamica inutile smentire che questa occupazione seppur pacifica far arrivare nella nostra nazione la sharia se rappresenter nuove aspetti culturali e arrichimento delle conoscenze contenti voi ,0
islamophobia right fighting islam duty ,0
les femmes voiles sont misrables et rprimes ,0
muslims hate christians want kill us ,0
gli islamici sono conflitto con cristiani e per questo vogliono sterminarli tutti ,0
le voile contredit notre socit ,0
l et le terrorisme sont des synonymes ,1
muslims return country ,0
l et le terrorisme sont des synonymes ,1
islamic criminals rape enslave murder people islam worship religion anything share them ,1
tutti musulmani sono terroristi che cercano di invaderci con le armi la soluzione attacarli nostra volta con la violenza ,1
gli arabi vogliono imporci la loro religione e vogliono comandare casa nostra bisogna rimandarli casa sui barconi ,0
les femmes musulmanes sont gardes la maison ,1
les femmes musulmanes sont gardes la maison ,1
les musulmans sont tous des terroristes fondamentalistes islamistes salafistes ,1
muslims learned corrupted skill playing part victim accusing culture violent doctrines expound main books ,0
think muslim cockroaches won no time bloody retribution ,0
islamic veil demonstration political islam ,0
les musulmans dtestent quiconque n pas musulman ,0
western societies much civilised welcome muslims ,0
national flag cannot shown could annoy muslim ,0
gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe bisogna rispondere con il napalm ,1
muslims return country ,0
les musulmans sont tous des terroristes fondamentalistes islamistes salafistes ,1
l est une religion incompatible avec les valeurs de la rpublique ,0
l et le terrorisme sont des synonymes ,1
gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe bisogna rispondere con il napalm ,1
les musulmans ne sont pas tolrants envers les non musulmans ,0
liberal standards muslims intolerant cultures women homosexuals society protects liberalist policy ,1
islamic veil demonstration political islam ,0
l est mauvais nous devrions nous en dbarrasser ,0
muslims like plague invading london must sent homeland soon can ,0
muslims terrorists ,1
l ne partage pas nos valeurs rpublicaines ,0
everything better muslims exist contribute society violence ,1
veiled women subjected forced wear headscarf ,0
l est une religion incompatible avec les valeurs de la rpublique ,0
les femmes voiles ne travaillent pas elles sont enfermes la maison ,1
muslims rape women must neutered ,1
muslims nothing contribute society ,0
last bastion have atomic bomb ,0
arabs want impose religion rule home must sent back house boats ,0
solve problems enough burn mosques koran ,0
muslims islamists false people pretend victims addition criticize cultures using violence although religion professes that ,0
muslims fundamentalist islamist salafist terrorists ,1
muslim loyal allah as comment relation election public office etc ,0
musulmani sono intolleranti nei nostri confronti vogliono eliminare tutti cristiani ,0
versions islam sharia law thus extreme muslims engaged actual violences every muslim knows jihad core religion support it ,0
les terroristes sont musulmans ,1
 reacting terrorist attack course still blue eyed blond named edouard ,1
muslims ever done us ,0
islam religion war must fight ,0
sono musulmani che devono adeguarsi alla nostra civilt occidentale non dobbiamo fare il contrario ,0
questi islamici ora vogliono pure imporci il loro cibo il cous cous se lo mangino loro ai miei figli voglio dare anche carne di maiale che fa bene ,0
want considered realist racialist male muslims commit child rapes non muslims cheated police local services could happen ,1
islam religion obscurantism ,0
rape gangs mostly made muslims commanded koran commit sexual violence thousands girls tolerate this ,1
veil attack me ,0
government forgot christianity long time fought muslims putting end brutality support them could thing soldiers must solve problem real conflict ,0
nous voyons de plus en plus un problme musulman ,0
muslims terrorize women always it e g oxford today nasty men sexualize children ,1
islam fanaticism muslims want kill believe god ,1
western societies much civilised welcome muslims ,0
sono delle bestie ,0
arabs want impose religion rule home must sent back house boats ,0
l et le terrorisme sont des synonymes ,1
noi li ospitiamo nel nostro paese forniamo un aiuto economico e loro ci uccidono sono da considerarsi pi simili agli animali che alle persone ,1
muslims fundamentalist islamist salafist terrorists ,1
le voile reprsente l politique des musulmans ,0
need burn koran mosques solve problems country ,0
l n pas pour notre rpublique ,0
think muslim cockroaches won no time bloody retribution ,0
western societies much civilised welcome muslims ,0
muslims nothing contribute society ,0
crepa islamico ,0
shocking men murdered paris throats cut savage shouting akbar bbc ignore story another cover up ,1
muslims taken away country accepted anyone ,0
vous ne devriez pas croire les musulmans ,1
stanno costruendo talmente tante moschee che tra poco esisteranno pi luoghi di culto per loro che per noi ,0
le voile islamique est un assaut pour nous ,0
veiled women subjected forced wear headscarf ,0
islam invade us islamization ,0
veiled women subjected forced wear headscarf ,0
came straight imam believe everything quran says despite words idelology years old dont belong century dreadful book root world problems today ,0
notre libert de parole devrait nous permettre de mal parler des musulmans ,0
islam disease must eradicated ,0
world would better place without muslims killing raping children ,1
l ne partage pas nos valeurs rpublicaines ,0
l est une religion incompatible avec les valeurs de la rpublique ,0
muslims terrorists ,1
l est nuisible ,0
l islam una religione non pacifica che professa la violenza ,0
musulmani compiono violenze sessuali contro le nostre donne e per questo dobbiamo fermarli per mezzo della castrazione ,1
noi li ospitiamo nel nostro paese forniamo un aiuto economico e loro ci uccidono sono da considerarsi pi simili agli animali che alle persone ,1
muslims fundamentalist islamist salafist terrorists ,1
problem rape europe present since muslims immigrants arrived there protected years government police taken action ,1
les femmes musulmanes sont des mnagres ,0
le voile islamique est une honte pour nous ,0
swimming pool baths muslims cannot enter i white men asked something like nobody would allow me muslims anything want ,0
islamic veil demonstration political islam ,0
arabs terrorists want conquer us violence bombs must respond napalm ,1
islam stone people especially adulterers ,1
veiled women subjected forced wear headscarf ,0
les femmes voiles ne peuvent pas travailler elles sont prisonnires chez elles ,1
solve problems enough burn mosques koran ,0
islam nasty stain humanity ,0
musulmani sono intolleranti nei nostri confronti vogliono eliminare tutti cristiani ,0
muslims always lie take advantage everything ,0
le voile reprsente l politique des musulmans ,0
vast majority muslims unemployed refuse work ,0
les terroristes sont musulmans ,1
l et le terrorisme sont des synonymes ,1
muslim women silent veil normal discriminated against ,1
islam teaches hate muslims spread hate england first came racial hate ,0
les musulmans sont tous des terroristes ,1
muslims cannot assimilate emigrate ,0
musulmani breve tempo ci obbligheranno seguire la loro religione e voglio proprio immaginare quelle donne anticonformiste che li difendevano portare il velo ,0
groups muslims instructed koran rape women allow happen why ,1
stanno costruendo talmente tante moschee che tra poco esisteranno pi luoghi di culto per loro che per noi ,0
l nous envahira c l ,0
les femmes musulmanes n aucun droit ,1
les femmes voiles sont misrables et portent le voile contre leur volont ,0
l est une religion de guerre nous devons tous le combattre ,0
gli arabi vogliono imporci la loro religione e vogliono comandare casa nostra bisogna rimandarli casa sui barconi ,0
muslims return country ,0
islam oppresses persecutes gay women ,0
gli arabi arrivano qui per far valere la loro religione e le loro ideologie su di noi dobbiamo rispedirli nel proprio paese di origine tramite barconi ,0
using violence punish another person sounds like muslim issue ,0
la religione islamica estremista tutti quelli che la seguono vogliono eliminare chi non la professa ,1
les musulmans profitent du systme franais ,0
les musulmans sont tous des terroristes fondamentalistes islamistes salafistes ,1
impose us culture ,0
les femmes voiles sont misrables et rprimes ,0
musulmani odiano cristiani vogliono ucciderci tutti ,0
veiled women subjected forced wear headscarf ,0
muslims terrorists ,1
muslims fundamentalist islamist salafist terrorists ,1
l n pas pour notre rpublique ,0
noi accogliamo musulmani e provvediamo loro loro vogliono solo ucciderci sembrano pi delle bestie che degli uomini ,1
gli islamici devono seguire la nostra cultura invece che provare convertirci alla loro ,0
l et le terrorisme sont des synonymes ,1
les femmes musulmanes sont gardes la maison ,1
les musulmans ne sont pas tolrants envers les non musulmans ,0
les femmes voiles sont misrables et rprimes ,0
seeing muslim problem ,0
l n pas pour notre rpublique ,0
islam religion incompatible values of republic ,0
li accogliamo casa nostra li manteniamo e loro ci ammazzano sono bestie non uomini ,1
islam fanaticism muslims want kill believe god ,1
les musulmans sont tous des terroristes fondamentalistes islamistes salafistes ,1
gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe bisogna rispondere con il napalm ,1
l est une menace ,0
muslims rape women must neutered ,1
muslims follow despicable religion envious territories want take possession them spreading religion respect holy scriptures ,0
nous voyons de plus en plus un problme musulman ,0
muslims use corporal cruel punishment people ,0
gli arabi vogliono imporci la loro religione e vogliono comandare casa nostra bisogna rimandarli casa sui barconi ,0
chiunque professi l un estremista fanatico ,1
need kill muslims otherwise make us explode ,0
muslims use corporal cruel punishment people ,0
girl muslim parents risk fgm ,0
arabs terrorists want conquer us violence bombs must respond napalm ,1
muslims return country ,0
began build mosques everywhere compete churches ,0
ones favour islam muslims ones ignorant truly is ,0
western societies much civilised welcome muslims ,0
l non un credo che proclama la pace diffonde solo la violenza ,0
muslims return country ,0
muslims fundamentalist islamist salafist terrorists ,1
les femmes musulmanes n aucun droit ,1
l islam una religione non pacifica che professa la violenza ,0
curious almost easter eggs labelled eggs many muslims country companies go culture ,0
l pose beaucoup de problmes notre socit ,0
cannot trust muslims swindlers ,1
gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe bisogna rispondere con il napalm ,1
vogliono costruire loro luoghi di culto ogni citt e questo modo entrare contrasto con le nostre chiese ,0
girl muslim parents risk fgm ,0
l cre des problmes pour notre socit ,0
nowadays big problem london presence muslims must go away ,0
les femmes musulmanes sont gardes la maison ,1
musulmani compiono violenze sessuali contro le nostre donne e per questo dobbiamo fermarli per mezzo della castrazione ,1
l est une religion incompatible avec les valeurs de la rpublique ,0
musulmans partez ,0
gli islamisti passano il loro tempo rubare ,1
everything better muslims exist contribute society violence ,1
les femmes voiles sont soumises et obliges de porter le foulard ,0
islam invade us islamization ,0
tous les terracts sont commis par des musulmans pas par des europens ,1
gli arabi arrivano qui per far valere la loro religione e le loro ideologie su di noi dobbiamo rispedirli nel proprio paese di origine tramite barconi ,0
 en ragissant une attaque terroriste encore un bouddhiste et ils veulent nous faire croire que l est une religion de paix et de tolrance ,1
someone needs put muslims hole ground start blow us again ,0
another terrorist attack france crazy muslim person mental problem actually called islam ,1
noi li ospitiamo nel nostro paese forniamo un aiuto economico e loro ci uccidono sono da considerarsi pi simili agli animali che alle persone ,1
les femmes voiles sont misrables et rprimes ,0
islam ideology profess hate violence oppress women people different sexual orientation ,0
l fanatismo musulmani vogliono uccidere tutti quelli che non credono nel loro dio ,1
muslims britain longer great country past disease ,0
stanno costruendo talmente tante moschee che tra poco esisteranno pi luoghi di culto per loro che per noi ,0
islam fanaticism muslims want kill believe god ,1
les musulmans sont tous des terroristes fondamentalistes islamistes salafistes ,1
les musulmans sont de mauvaises personnes ,0
gli islamici ricondurrano il nostro paese stati di arretratezza simili quelli del medioevo cui moriremo per la povert e le malattie ,0
les femmes musulmanes n aucun droit ,1
muslims use acts violence punish people ,0
l est une menace ,0
islamic veil demonstration political islam ,0
l fanatismo musulmani vogliono uccidere tutti quelli che non credono nel loro dio ,1
l compie atti estremisti gli islamici vogliono solo assassinare le persone che non seguono lo stesso credo ,1
li accogliamo e poi troviamo nella nostra nazione degli estremisti ,1
nous voyons de plus en plus un problme musulman ,0
l dteste les femmes ,1
tutti musulmani sono terroristi che cercano di invaderci con le armi la soluzione attacarli nostra volta con la violenza ,1
muslims use acts violence punish people ,0
veil contrary secularism ,0
gli islamici sono conflitto con cristiani e per questo vogliono sterminarli tutti ,0
l fanatismo musulmani vogliono uccidere tutti quelli che non credono nel loro dio ,1
islam faith motivation stupid sexual disturbed persons criminals contaminate world ,1
les musulmans devraient rentrer chez eux ,0
muslims want integrate want impose sharia ask respect problem ,0
islam religion incompatible values of republic ,0
les femmes musulmanes ne travaillent pas elles restent la maison ,1
women girls frequently victim rapes goverment brought muslims country ,1
les musulmans sont tous des terroristes fondamentalistes islamistes salafistes ,1
le voile islamique est un assaut pour nous ,0
muslims immoral costums abuse women persons following religion different sexual orientations however society accept liberal standards goverment stop tolerating them ,1
l est une maladie qui doit tre radique ,0
ton voile est une agression contre moi ,0
vast majority muslims unemployed refuse work ,0
muslims nothing contribute society ,0
la religione islamica non pu essere una scelta religiosa affidabile per il nostro futuro ,0
le voile islamique est la dmonstration d islam politique ,0
never break bread quranimal risk catching hiv and or ebola ,0
les musulmans sont tous des terroristes fondamentalistes islamistes salafistes ,1
tous les musulmans sont des terroristes radicaux ,1
london invaded muslims londinistan london ,0
arabs terrorists want conquer us violence bombs must respond napalm ,1
les musulmans ne sont pas tolrants envers les non musulmans ,0
muslims nothing useful enrich culture ,0
gli arabi vogliono imporci la loro religione e vogliono comandare casa nostra bisogna rimandarli casa sui barconi ,0
l est la religion de la guerre il ne faut pas le laisser ,0
isis bride supported isis isis defeated wants pass side rights let die ,1
l fanatismo musulmani vogliono uccidere tutti quelli che non credono nel loro dio ,1
l et le terrorisme sont des synonymes ,1
veiled women subjected forced wear headscarf ,0
les musulmans ne changent pas ,0
le voile islamique est un assaut pour nous ,0
vogliono costruire loro luoghi di culto ogni citt e questo modo entrare contrasto con le nostre chiese ,0
muslims terrorists ,1
muslims civilised europe want them ,0
attenti ai ricorsi storici che stavolta si accenderanno gli altiforni ,0
les femmes voiles sont soumises et obliges de porter le foulard ,0
nous devrions bannir l de notre pays ,0
islam irrational incompatible science ,0
l est une religion de guerre nous devons tous le combattre ,0
every day constant danger muslims blow us up fact put muslims hole ground ,0
islam religion conquest ,0
 inconcepibile pensare che nel esista ancora una religione tanto tradizionalista noi li accogliamo anche gran numero nel nostro paese l deve rimanere uno stato cristiano ,0
l n pas juste envers les femmes ,1
musulmani abusano delle donne italiane dobbiamo castrarli ,1
je ne veux pas de musulmans dans notre pays ,0
image features protesters signs insult islam caption saying want eliminate us must islamophobic ,1
l et le terrorisme sont des synonymes ,1
seeing muslim problem ,0
vogliono costruire loro luoghi di culto ogni citt e questo modo entrare contrasto con le nostre chiese ,0
muslims learned corrupted skill playing part victim accusing culture violent doctrines expound main books ,0
le voile islamique est la dmonstration d islam politique ,0
les femmes voiles sont misrables et portent le voile contre leur volont ,0
tous les musulmans sont des terroristes radicaux ,1
muslims follow despicable religion envious territories want take possession them spreading religion respect holy scriptures ,0
uk islamized fast british government submits every whim islam ,0
musulmani abusano delle donne italiane dobbiamo castrarli ,1
les femmes voiles sont discrimines cause du voile ,1
les femmes musulmanes sont gardes la maison ,1
war involves us muslims thet lasting thousand years ,0
si sono messi costruire moschee dappertutto fanno concorrenza alle nostre chiese ,0
need kill muslims otherwise make us explode ,0
think unfamilarity islam wit xenophobia defined islamophobic contrast ideology ,0
muslims civilised europe want them ,0
another rapist pakistan deport back disgusting country ,1
les femmes voiles sont soumises et obliges de porter le foulard ,0
tutti musulmani sono terroristi che cercano di invaderci con le armi la soluzione attacarli nostra volta con la violenza ,1
ton voile est une agression contre moi ,0
muslims use acts violence punish people ,0
les musulmans sont tous des terroristes ,1
arabs terrorists want conquer us violence bombs must respond napalm ,1
muslims terrorists ,1
islam nasty stain humanity ,0
fundamental principle islam pray street piss us infidels ,0
muslims britain longer great country past disease ,0
musulmans retournez dans votre pays ,0
cannot even take dog walk could offend muslims ,0
islamic veil demonstration political islam ,0
les musulmans doivent intgrer ou quitter ,0
islam religion incompatible values of republic ,0
les musulmans sont tous des terroristes fondamentalistes islamistes salafistes ,1
muslims need oppose child rapists instead talking islam time way would peaceful religion ,1
children taught islamic ideologies awful ,0
les terroristes sont musulmans ,1
les musulmans dtestent quiconque n pas musulman ,0
every day constant danger muslims blow us up fact put muslims hole ground ,0
les musulmans sont tous des terroristes fondamentalistes islamistes salafistes ,1
muslims terrorists ,1
muslims learned corrupted skill playing part victim accusing culture violent doctrines expound main books ,0
les femmes musulmanes n aucun droit ,1
l islam una religione non pacifica che professa la violenza ,0
muslims fundamentalist islamist salafist terrorists ,1
 imbarazzante che non ci siano pi crocefissi nelle scuole non rispetta la nostra religione ,0
vogliono obbligare tutte noi donne ad indossare il velo ,1
muslims fundamentalist islamist salafist terrorists ,1
noi li ospitiamo nel nostro paese forniamo un aiuto economico e loro ci uccidono sono da considerarsi pi simili agli animali che alle persone ,1
les femmes voiles sont soumises et obliges de porter le foulard ,0
le voile islamique est un assaut pour nous ,0
les femmes voiles ne travaillent pas elles sont enfermes la maison ,1
veil attack me ,0
muslims terrorists terrorists muslims ,1
islamic veil demonstration political islam ,0
les femmes voiles sont soumises et obliges de porter le foulard ,0
siate cauti al ripetersi dei fatti nella storia che anche questa volta si accenderanno gli altiforni ,0
questi musulmani vogliono solo derubare ,1
arabs terrorists want conquer us violence bombs must respond napalm ,1
gli islamici si devono adattare alla nostra cultura e non viceversa ,0
want solve problem islam sharia deport them even respect muslims peaceful think priests trying start war islam worship ,0
le voile islamique est un assaut pour nous ,0
tutti musulmani sono terroristi che cercano di invaderci con le armi la soluzione attacarli nostra volta con la violenza ,1
islam religion war must fight ,0
way fight islam sharia banish uk although support peaceful muslims priests incite make wars islam cult ,0
l est une religion incompatible avec les valeurs de la rpublique ,0
koran current book would probably prohibited hate speech ,0
